x,y,z
-2.4, -12, 0
-0.8, -12, 0
0.8, -12, 0
2.4, -12, 0
-1.6, -12.6, 0
0, -12.6, 0
1.6, -12.6, 0
-2.4, -13.2, 0
-0.8, -13.2, 0
0.8, -13.2, 0
2.4, -13.2, 0
-1.6, -13.8, 0
0, -13.8, 0
1.6, -13.8, 0
-2.4, -14.4, 0
-0.8, -14.4, 0
0.8,  -14.4, 0
2.4,  -14.4, 0
-1.6, -15, 0
0, -15, 0
1.6, -15, 0
-2.4, -15.6, 0
-0.8, -15.6, 0
0.8, -15.6, 0
2.4, -15.6, 0
-1.6, -16.2, 0
0, -16.2, 0
1.6, -16.2, 0
-2.4, -16.8, 0
-0.8, -16.8, 0
0.8,  -16.8, 0
2.4,  -16.8, 0
