x,y,z
-2.4, -12, 0
-0.8, -12, 0
0.8, -12, 0
2.4, -12, 0
-1.6, -13, 0
0, -13, 0
1.6, -13, 0
-2.4, -14, 0
-0.8, -14, 0
0.8, -14, 0
2.4, -14, 0
-1.6, -15, 0
0, -15, 0
1.6, -15, 0
-2.4, -16, 0
-0.8, -16, 0
0.8,  -16, 0
2.4,  -16, 0
-1.6, -17, 0
0, -17, 0
1.6, -17, 0
-2.4, -18, 0
-0.8, -18, 0
0.8, -18, 0
2.4, -18, 0
-1.6, -19, 0
0, -19, 0
1.6, -19, 0
-2.4, -20, 0
-0.8, -20, 0
0.8,  -20, 0
2.4,  -20, 0
