x,y,z,r
0.175,2.8749999999999996,17.0462,0.025
0.22499999999999998,2.8749999999999996,17.0462,0.025
0.27499999999999997,2.8749999999999996,17.0462,0.025
0.325,2.8749999999999996,17.0462,0.025
0.375,2.8749999999999996,17.0462,0.025
0.425,2.8749999999999996,17.0462,0.025
0.475,2.8749999999999996,17.0462,0.025
0.025,2.925,17.0462,0.025
0.075,2.925,17.0462,0.025
0.125,2.925,17.0462,0.025
0.175,2.925,17.0462,0.025
0.22499999999999998,2.925,17.0462,0.025
0.27499999999999997,2.925,17.0462,0.025
0.325,2.925,17.0462,0.025
0.375,2.925,17.0462,0.025
0.425,2.925,17.0462,0.025
0.475,2.925,17.0462,0.025
0.025,2.9749999999999996,17.0462,0.025
0.075,2.9749999999999996,17.0462,0.025
0.125,2.9749999999999996,17.0462,0.025
0.175,2.9749999999999996,17.0462,0.025
0.22499999999999998,2.9749999999999996,17.0462,0.025
0.27499999999999997,2.9749999999999996,17.0462,0.025
0.325,2.9749999999999996,17.0462,0.025
0.375,2.9749999999999996,17.0462,0.025
0.425,2.9749999999999996,17.0462,0.025
0.475,2.9749999999999996,17.0462,0.025
0.025,3.0249999999999995,17.0462,0.025
0.075,3.0249999999999995,17.0462,0.025
0.125,3.0249999999999995,17.0462,0.025
0.175,3.0249999999999995,17.0462,0.025
0.22499999999999998,3.0249999999999995,17.0462,0.025
0.27499999999999997,3.0249999999999995,17.0462,0.025
0.325,3.0249999999999995,17.0462,0.025
0.375,3.0249999999999995,17.0462,0.025
0.425,3.0249999999999995,17.0462,0.025
0.475,3.0249999999999995,17.0462,0.025
0.025,3.0749999999999997,17.0462,0.025
0.075,3.0749999999999997,17.0462,0.025
0.125,3.0749999999999997,17.0462,0.025
0.175,3.0749999999999997,17.0462,0.025
0.22499999999999998,3.0749999999999997,17.0462,0.025
0.27499999999999997,3.0749999999999997,17.0462,0.025
0.325,3.0749999999999997,17.0462,0.025
0.375,3.0749999999999997,17.0462,0.025
0.425,3.0749999999999997,17.0462,0.025
0.475,3.0749999999999997,17.0462,0.025
0.025,3.1249999999999996,17.0462,0.025
0.075,3.1249999999999996,17.0462,0.025
0.125,3.1249999999999996,17.0462,0.025
0.175,3.1249999999999996,17.0462,0.025
0.22499999999999998,3.1249999999999996,17.0462,0.025
0.27499999999999997,3.1249999999999996,17.0462,0.025
0.325,3.1249999999999996,17.0462,0.025
0.375,3.1249999999999996,17.0462,0.025
0.425,3.1249999999999996,17.0462,0.025
0.475,3.1249999999999996,17.0462,0.025
0.025,3.175,17.0462,0.025
0.075,3.175,17.0462,0.025
0.125,3.175,17.0462,0.025
0.175,3.175,17.0462,0.025
0.22499999999999998,3.175,17.0462,0.025
0.27499999999999997,3.175,17.0462,0.025
0.325,3.175,17.0462,0.025
0.375,3.175,17.0462,0.025
0.425,3.175,17.0462,0.025
0.475,3.175,17.0462,0.025
0.025,3.2249999999999996,17.0462,0.025
0.075,3.2249999999999996,17.0462,0.025
0.125,3.2249999999999996,17.0462,0.025
0.175,3.2249999999999996,17.0462,0.025
0.22499999999999998,3.2249999999999996,17.0462,0.025
0.27499999999999997,3.2249999999999996,17.0462,0.025
0.325,3.2249999999999996,17.0462,0.025
0.375,3.2249999999999996,17.0462,0.025
0.425,3.2249999999999996,17.0462,0.025
0.475,3.2249999999999996,17.0462,0.025
0.025,3.2749999999999995,17.0462,0.025
0.075,3.2749999999999995,17.0462,0.025
0.125,3.2749999999999995,17.0462,0.025
0.175,3.2749999999999995,17.0462,0.025
0.22499999999999998,3.2749999999999995,17.0462,0.025
0.27499999999999997,3.2749999999999995,17.0462,0.025
0.325,3.2749999999999995,17.0462,0.025
0.375,3.2749999999999995,17.0462,0.025
0.425,3.2749999999999995,17.0462,0.025
0.475,3.2749999999999995,17.0462,0.025
0.025,3.3249999999999997,17.0462,0.025
0.075,3.3249999999999997,17.0462,0.025
0.125,3.3249999999999997,17.0462,0.025
0.175,3.3249999999999997,17.0462,0.025
0.22499999999999998,3.3249999999999997,17.0462,0.025
0.27499999999999997,3.3249999999999997,17.0462,0.025
0.325,3.3249999999999997,17.0462,0.025
0.375,3.3249999999999997,17.0462,0.025
0.425,3.3249999999999997,17.0462,0.025
0.475,3.3249999999999997,17.0462,0.025
0.025,3.3749999999999996,17.0462,0.025
0.075,3.3749999999999996,17.0462,0.025
0.125,3.3749999999999996,17.0462,0.025
0.175,3.3749999999999996,17.0462,0.025
0.22499999999999998,3.3749999999999996,17.0462,0.025
0.27499999999999997,3.3749999999999996,17.0462,0.025
0.325,3.3749999999999996,17.0462,0.025
0.375,3.3749999999999996,17.0462,0.025
0.425,3.3749999999999996,17.0462,0.025
0.475,3.3749999999999996,17.0462,0.025
0.025,3.425,17.0462,0.025
0.075,3.425,17.0462,0.025
0.125,3.425,17.0462,0.025
0.175,3.425,17.0462,0.025
0.22499999999999998,3.425,17.0462,0.025
0.27499999999999997,3.425,17.0462,0.025
0.325,3.425,17.0462,0.025
0.375,3.425,17.0462,0.025
0.425,3.425,17.0462,0.025
0.475,3.425,17.0462,0.025
0.025,3.4749999999999996,17.0462,0.025
0.075,3.4749999999999996,17.0462,0.025
0.125,3.4749999999999996,17.0462,0.025
0.175,3.4749999999999996,17.0462,0.025
0.22499999999999998,3.4749999999999996,17.0462,0.025
0.27499999999999997,3.4749999999999996,17.0462,0.025
0.325,3.4749999999999996,17.0462,0.025
0.375,3.4749999999999996,17.0462,0.025
0.425,3.4749999999999996,17.0462,0.025
0.475,3.4749999999999996,17.0462,0.025
0.025,3.5249999999999995,17.0462,0.025
0.075,3.5249999999999995,17.0462,0.025
0.125,3.5249999999999995,17.0462,0.025
0.175,3.5249999999999995,17.0462,0.025
0.22499999999999998,3.5249999999999995,17.0462,0.025
0.27499999999999997,3.5249999999999995,17.0462,0.025
0.325,3.5249999999999995,17.0462,0.025
0.375,3.5249999999999995,17.0462,0.025
0.425,3.5249999999999995,17.0462,0.025
0.475,3.5249999999999995,17.0462,0.025
0.025,3.5749999999999997,17.0462,0.025
0.075,3.5749999999999997,17.0462,0.025
0.125,3.5749999999999997,17.0462,0.025
0.175,3.5749999999999997,17.0462,0.025
0.22499999999999998,3.5749999999999997,17.0462,0.025
0.27499999999999997,3.5749999999999997,17.0462,0.025
0.325,3.5749999999999997,17.0462,0.025
0.375,3.5749999999999997,17.0462,0.025
